MEDIDOR DE ESPESOR; SC118;N537162;NO INDICA;2014-01-24;2015-01-24;0;DIMENCIONAL
MEDIDOR DE ESPESOR;SCU 7000;MT 0112032805;NO INDICA;2014-01-24;2015-01-24;0;DIMENCIONAL
LLAVE DE TORQUE;9774;5080632;NO INDICA;2014-01-24;2015-01-24;0;TORQUE
CALIBRADOR PIE DE REY;0-150;7912335;NO INDICA;2014-01-25;2015-01-25;0;DIMENCIONAL
CALIBRADOR PIE DE REY;0-500;NO INDICA;NO INDICA;2014-01-25;2015-01-25;0;DIMENCIONAL
BALANZA DIGITAL;A12E;1;NO INDICA;2014-01-28;2015-01-28;0;MASA
BALANZA DIGITAL;A12E;2;NO INDICA;2014-01-28;2015-01-28;0;MASA
BALANZA DIGITAL;A12E;3;NO INDICA;2014-01-28;2015-01-28;0;MASA
CALIBRADOR DIGITAL;500-196-20B;9904564;PF-01;2015-01-23;2016-01-23;0;DIMENCIONAL
CINTA METRICA PI;28-200;8161262;CC-03;2015-11-24;2016-11-23;0;DIMENCIONAL
CINTA METRICA PI;15-50;1101121;PF-02;2016-01-23;2017-01-22;0;DIMENCIONAL
CONTADOR DE METROS;166926-901;1;PF-06;2016-02-24;2017-02-23;0;DIMENCIONAL
CONTADOR DE METROS;166926-901;2;PF-07;2016-03-21;2017-03-21;0;DIMENCIONAL
MANOMETRO;0-200;NO INDICA;PY-01;2016-03-18;2017-03-18;0;PRESION
MANOMETRO;0-3000;T18539;CC-04;2016-10-20;2017-10-20;0;PRESION
MEDIDOR DE ESPESOR DE PINTURA;456;NO INDICA;MEQ-457;2014-01-30;2015-01-30;0;DIMENCIONAL
CONTROLADOR DIGITAL;N1200;12355997;CC-12;2016-01-28;2017-01-27;0;EL�CTRICA
CONTROLADOR DIGITAL;N1200;12356067;CC-11;2016-01-28;2017-01-27;0;EL�CTRICA
CONTROLADOR DIGITAL;STC-961-M;11090004;CC-09;2016-01-28;2017-01-27;0;EL�CTRICA
CONTROLADOR DIGITAL;STC-961-M;11090009;CC-10;2016-01-23;2017-01-22;0;EL�CTRICA
CONTROLADOR DIGITAL;TC518;1106J06-725;CC-08;2016-01-27;2017-01-26;0;EL�CTRICA
MEGOMMETER;1060;105566KDDV;NO INDICA;2016-07-22;2017-07-22;0;EL�CTRICA
GRAUND TESTER;4620;103657KCOV;NO INDICA;2016-07-25;2017-07-25;0;EL�CTRICA
ANALIZADOR  DE  GASES   ;4507731;497749;NO INDICA;2014-07-15;2015-07-15;0;QU�MICA
MANOMETRO;0-3000;2775;NO INDICA;2014-02-11;2015-02-11;0;PRESION
MANOMETRO;0-3000;1738;NO INDICA;2014-02-11;2015-02-11;0;PRESION
TERMOMETRO BIMETALICO ANALOGICO;, -20-120;NO INDICA;NO INDICA;2014-02-13;2015-02-13;0;TEMPERATURA
TERMOMETRO BIMETALICO ANALOGICO;, -20-120;NO INDICA;NO INDICA;2014-02-13;2015-02-13;0;TEMPERATURA
BALANZA DE PESO MUERTO;674;5831;NO INDICA;2014-02-14;2015-02-14;0;MASA
REGISTRADOR DE PRESION Y TEMPERATURA;NO INDICA;242E443062;NO INDICA;2014-02-14;2015-02-14;0;PRESION Y TEMPERATURA
TERMOMETO COLUMNA DE MERCURIO;0-200;NO INDICA;NO INDICA;2018-01-05;2019-01-05;1;TEMPERATURA
FLUJOMETRO;NO INDICA;18874;PY-02;2016-03-18;2017-03-18;0;PRESION
MANOMETRO;0-200;NO INDICA;PY-02;2015-03-09;2016-03-08;0;PRESION
MANOMETRO;0-200;NO INDICA;PY-03;2016-03-18;2017-03-18;0;PRESION
ROMANA;HW-C005;NO INDICA;BOA-H-83024;2014-03-05;2015-03-05;0;FUERZA
DISCHARGE MODULE;ECO-EQ-33-1;DM001;MMECO-14196;2018-09-04;2019-09-04;1;EL�CTRICA
BOTELLA PATRON DE TORQUE;NO INDICA;TGB � 417;NO INDICA;2018-03-26;2019-03-26;1;TORQUE
HOLIDAY DETECTOR;725;10084;MEQ-492;2014-03-08;2015-03-08;0;EL�CTRICA
AMPERIMETRO DISCHARGE MODULE;50-4420;NO INDICA;NO INDICA;2014-03-05;2015-03-05;0;EL�CTRICA
VOLTIMETRO DISCHARGE MODULE;MU-45;NO INDICA;NO INDICA;2014-03-05;2015-03-05;0;EL�CTRICA
MICROMETRO;CSN 25 1420;NO INDICA;D-08;2015-04-13;2016-04-12;0;DIMENCIONAL
CALIBRADOR DE ESPESORES;130-125;NO INDICA;PF-IM-07;2017-12-05;2018-12-05;1;DIMENCIONAL
CALIBRADOR PIE DE REY;500-193;1058712;PF-IM-06;2017-12-05;2018-12-05;1;DIMENCIONAL
MEDIDOR DE ESPESORES; 80-177-000;100568;TN-02;2018-04-23;2019-04-23;1;DIMENCIONAL
DUROMETRO;HH337;861777;NO INDICA;2014-07-01;2015-07-01;0;DIMENCIONAL
CALIBRADOR DIGITAL; 500-196-20B;9904618;TM-02;2018-04-23;2019-04-23;1;DIMENCIONAL
RELOJ COMPARADOR;342-511-30;5256;CD-03;2018-04-23;2019-04-23;1;DIMENCIONAL
MANOMETRO;0-400;NO INDICA;NO INDICA;2014-03-13;2015-03-13;0;PRESION
LLAVE DE TORQUE;M6;390770;NO INDICA;2014-03-13;2015-03-13;0;TORQUE
LLAVE DE TORQUE;TQM-150;NO INDICA;NO INDICA;2014-03-13;2015-03-13;0;TORQUE
MANOMETRO;0-1400;NO INDICA;PF-PT-06;2014-03-12;2015-03-12;0;PRESION
MANOMETRO;0-600;NO INDICA;MR-PT-02;2018-07-12;2019-07-12;1;PRESION
MANOMETRO;0-160;NO INDICA;MR-PT-04;2016-03-15;2017-03-15;0;PRESION
MANOMETRO;0-300;NO INDICA;MR-PT-03;2014-03-13;2015-03-13;0;PRESION
MULTIMETRO DIGITAL;3122;800662;PF-PT-08;2018-05-21;2019-05-21;1;EL�CTRICA
DIGITAL TIMER;HS45;NO INDICA;CF-IM-03;2014-03-13;2015-03-13;0;TIEMPO Y FRECUENCIA
ANALIZADOR  DE  GASES   ;ZEL0704976;541272;NO INDICA;2014-07-15;2015-07-15;0;QU�MICA
LLAVE DE TORQUE;EVT 1200A;KOO2441;NO INDICA;2014-03-12;2015-03-12;0;TORQUE
LLAVE DE TORQUE;TE 175;31078;NO INDICA;2017-08-29;2018-08-29;1;TORQUE
LLAVE DE TORQUE;L872;205100285;22;2017-12-07;2018-12-07;1;TORQUE
MANOMETRO;FZ9/24;99075-48;NO INDICA;2016-11-08;2017-11-08;0;PRESION
MANOMETRO;EN-837-1;NO INDICA;NO INDICA;2016-11-08;2017-11-08;0;PRESION
BALANZA DIGITAL;9094C/6;10331077;51;2017-11-02;2018-11-02;1;MASA
TENSIOMETRO;ACM-200;22629;NO INDICA;2014-03-13;2015-03-13;0;TENSI�N
LLAVE DE TORQUE;QD3R250;209016966;NO INDICA;2016-10-18;2017-10-18;0;TORQUE
LLAVE DE TORQUE;TE25A;36094;NO INDICA;2016-10-19;2017-10-19;0;TORQUE
LLAVE DE TORQUE;QD1R50;506346637;NO INDICA;2016-10-18;2017-10-18;0;TORQUE
LLAVE DE TORQUE;QD1R50;1209002044;NO INDICA;2016-10-18;2017-10-18;0;TORQUE
BALANZA DIGITAL;4010;SAE005;NO INDICA;2015-10-05;2016-10-04;0;MASA
MANOMETRO;0-4000;PN-01;NO INDICA;2014-03-17;2015-03-17;0;PRESION
REGULADOR DE PRESION;H-971;SSN2-1/2;NO INDICA;2016-03-25;2017-03-25;0;PRESION
MEDIDOR DE PRESION;TPG6554H03;VAT-0439;NO INDICA;2016-03-24;2017-03-24;0;PRESION
TERMOMETRO BIMETALICO;0-250;NO INDICA;B4-TRT-09;2014-03-17;2015-03-17;0;TEMPERATURA
TERMOMETRO BIMETALICO;0-250;NO INDICA;B4-TRT-11;2014-03-17;2015-03-17;0;TEMPERATURA
TERMOMETRO BIMETALICO;5004C;NO INDICA;B4-TM-12;2014-03-17;2015-03-17;0;TEMPERATURA
MANOMETRO;0-2000;2661-03;NO INDICA;2014-03-17;2015-03-17;0;PRESION
MANOMETRO;0-800;NO INDICA;B4-MAN-100;2014-03-14;2015-03-14;0;PRESION
MANOMETRO;0-800;NO INDICA;B4-MAN-62;2014-03-14;2015-03-14;0;PRESION
MANOMETRO;0-1000;1230-5;B4-MAN-22;2014-03-14;2015-03-14;0;PRESION
MANOMETRO;0-1000;NO INDICA;B4-MAN-54;2014-03-14;2015-03-14;0;PRESION
MANOMETRO;0-1500;NO INDICA;B4-MAN-07;2014-03-15;2015-03-15;0;PRESION
MANOMETRO;0-300;NO INDICA;B4-MAN-402;2015-04-21;2016-04-20;0;PRESION
MANOMETRO;0-800;NO INDICA;B4-MAN-40;2014-03-18;2015-03-18;0;PRESION
REGISTRADOR DE PRESION;NO INDICA;242F 44977;B4-RP-03 ;2014-03-18;2015-03-18;0;PRESION
REGISTRADOR DE PRESION;NO INDICA;242E-56929;B4-RP-07 ;2014-03-19;2015-03-19;0;PRESION
REGISTRADOR DE PRESION;NO INDICA;265-13321;B4-RP-04 ;2014-03-19;2015-03-19;0;PRESION
REGISTRADOR DE PRESION;NO INDICA;242E-56917;B4-RP-02 ;2014-03-20;2015-03-20;0;PRESION
REGISTRADOR DE TEMPERATURA ;NO INDICA;47986;B4-IM-27;2015-08-03;2016-08-02;0;TEMPERATURA
REGISTRADOR DE PRESION;40PR RYM3F;97130628;B4-RP-05;2014-03-21;2015-03-21;0;PRESION
REGISTRADOR DE PRESION;40PR RYM3F;97130632;B4-RP-10;2014-03-21;2015-03-21;0;PRESION
REGISTRADOR DE PRESION;40PR RYM3F;97130627;B4-IM-10;2014-03-22;2015-03-22;0;PRESION
MICROMETRO DE EXTERIORES;103-132;86324275;TN-IM-02;2017-09-18;2018-09-18;1;DIMENCIONAL
BALANZA DE PESO MUERTO;1335265-3;5153;B4-BP-04;2014-03-22;2015-03-22;0;MASA
BALANZA DE PESO MUERTO;22352551;4949;B4-BP-08;2014-03-21;2015-03-21;0;MASA
CALIBRADOR PIE DE REY; 500-197-20B;9903697;MR-IM-03;2014-04-02;2015-04-02;0;DIMENCIONAL
TEMPORALIZADOR;NT240;NO INDICA;CC-13;2015-06-06;2016-06-05;0;TIEMPO Y FRECUENCIA
TEMPORALIZADOR;NT240;NO INDICA;CC-14;2015-06-06;2016-06-05;0;TIEMPO Y FRECUENCIA
ANALIZADOR  DE  GASES   ;ZEL0503437;541263;NO INDICA;2014-07-15;2015-07-15;0;QU�MICA
ANALIZADOR  DE  GASES   ;ZEL0611740;541266;NO INDICA;2014-07-15;2015-07-15;0;QU�MICA
MANOMETRO;CJ-2581-AC;NO INDICA;OUT 2;2015-04-09;2016-04-08;0;PRESION
MANOMETRO;BU-2581-AQ;NO INDICA;IN 2;2017-07-28;2018-07-28;0;PRESION
MANOMETRO;BU-2581-AQ;NO INDICA;IN 1;2015-04-08;2016-04-07;0;PRESION
MANOMETRO;CU-2581-CM;NO INDICA;OUT 1;2015-04-09;2016-04-08;0;PRESION
MANOMETRO;0-2000;NO INDICA;NO INDICA;2017-08-30;2018-08-30;1;PRESION
DIGITAL TACHOMETER;BTD FS 50-1;103;NO INDICA;2017-08-04;2018-08-04;0;TIEMPO Y FRECUENCIA
CALIBRADOR ANALOGICO; 0-150;NO INDICA;NO INDICA;2017-07-27;2018-07-27;0;DIMENCIONAL
CALIBRADOR CON CARATULA DE AGUJA; 0-150;101;NO INDICA;2017-09-12;2018-09-12;1;DIMENCIONAL
CALIBRADOR DIGITAL; 0-150;100;NO INDICA;2017-09-12;2018-09-12;1;DIMENCIONAL
ECLIMETRO; NO INDICA ;407;NCL-005;2014-05-08;2015-05-08;0;DIMENCIONAL
LLAVE DE TORQUE;34323-1B;1106230061;NO INDICA;2017-08-04;2018-08-04;0;TORQUE
RELOJ COMPARADOR;0-1;7076;NO INDICA;2017-09-12;2018-09-12;1;DIMENCIONAL
RELOJ COMPARADOR DIGITAL;0-10;G112613;NO INDICA;2018-04-09;2019-04-09;1;DIMENCIONAL
DINAMOMETRO;20 da N;NO INDICA;NO INDICA;2017-07-28;2018-07-28;0;FUERZA
DINAMOMETRO;5 da N;NO INDICA;NO INDICA;2014-04-08;2015-04-08;0;FUERZA
POCKET BALANCE;0-100;1;NO INDICA;2017-08-04;2018-08-04;0;FUERZA
TERMOHIGROMETRO;NO  INDICA;07A08;NO INDICA;2015-04-10;2016-04-09;0;TEMPERATURA
TERMOMETRO;AZ-363;NO INDICA;NO INDICA;2014-04-09;2015-04-09;0;TEMPERATURA
TERMOMETRO;NO INDICA;NO INDICA;NO INDICA;2014-04-09;2015-04-09;0;TEMPERATURA
MULTIMETRO DIGITAL;MUT-39;1110856019;NO INDICA;2017-08-03;2018-08-03;0;EL�CTRICA
MULTIMETRO DIGITAL;711;NO INDICA;NO INDICA;2014-04-07;2015-04-07;0;EL�CTRICA
BALANZA DIGITAL;EK3052;C1006089684;NO INDICA;2014-04-09;2015-04-09;0;MASA
ROMANA;0-25;NO INDICA;BOA-H-8194;2018-02-23;2019-02-23;1;FUERZA
VACUOMETRO;0-30;SAE 023;NO INDICA;2016-10-21;2017-10-21;0;PRESION
MEDIDOR DE ESPESOR; T-MIKE EM+;00K8FR;NO INDICA;2014-05-07;2015-05-07;0;DIMENCIONAL
BLOQUE PATRON;NO INDICA;NO INDICA;NO INDICA;2014-04-15;2015-04-15;0;DIMENCIONAL
CALIBRADOR;C/N 530-115;12081490;CLB-045;2014-04-19;2015-04-19;0;DIMENCIONAL
LLAVE DE TORQUE;BRL00100A;K00706;19;2017-09-11;2018-09-11;1;TORQUE
MEDIDOR DE ASPERSORES;TM-8810;508910;NO INDICA;2014-10-01;2015-10-01;0;DIMENCIONAL
GALGA DE SOLDADURA;NO INDICA;INV.787;HCS-023;2014-04-19;2015-04-19;0;DIMENCIONAL
MEDIDOR DE ESPESOR DE PRIMER/PINTURA;NO INDICA;INV. 2226;MED-047;2014-04-17;2015-04-17;0;DIMENCIONAL
ECLIMETRO; CH-8134 ;NO INDICA;NO INDICA;2014-09-16;2015-09-16;0;DIMENCIONAL
MEDIDOR DE TEMPERATURA - INFRAROJO;62 MINI ;480578;MTE-004;2014-04-19;2015-04-19;0;TEMPERATURA
TERMOHIGROMETRO;625;1387453;THG-004;2014-04-19;2015-04-19;0;TEMPERATURA
TRUE RMS CLAMP METER;376;15021049;ITS Nro 2305;2014-04-19;2015-04-19;0;EL�CTRICA
BALANZA DIGITAL;CD-11;0014975-6HB;B1BL03;2015-01-26;2016-01-26;0;MASA
MEDIDOR DIGITAL DE LUZ;401025;Z302003;BOA-H-82803;2018-06-18;2019-06-18;1;OPTICA
ECLIMETRO;NO INDICA;NO INDICA;NCL-003;2014-09-26;2015-09-26;0;DIMENCIONAL
GO NO GO;DIN 6099;CCM-02;CCM-IM-02;2017-08-22;2018-08-22;1;DIMENCIONAL
LLAVE DE TORQUE;R350;15362;TOC-027;2014-04-24;2015-04-24;0;TORQUE
MEDIDOR DE ADHERENCIA;NO INDICA;702884;MDH-006;2014-04-24;2015-04-24;0;PRESION
HOLIDAY DETECTOR;785;1288;MEQ-532;2014-04-24;2015-04-24;0;EL�CTRICA
LLAVE DE TORQUE;LD3401;NAT-11;NO INDICA;2015-10-12;2016-10-11;0;TORQUE
CALIBRADOR DE PRESION;717-3000G;2331002;NO INDICA;2015-07-01;2016-06-30;0;PRESION
CALIBRADOR DE PRESION;717-500G;2399013;NO INDICA;2015-06-30;2016-06-29;0;PRESION
EQUIPO MEDICION DE SOLDADURA;NO INDICA;NO INDICA;MED-087;2014-09-29;2015-09-29;0;DIMENCIONAL
MEDIDOR DE CONCAVIDAD;2046 S;NHN 203;CR-IM-15;2018-01-15;2019-01-15;1;DIMENCIONAL
MEDIDOR DE ADHERENCIA;108;DG0002;NO INDICA;2014-05-05;2015-05-05;0;PRESION
MEDIDOR DE CONCAVIDAD;3025-481;270851;PR-IM-06;2017-11-21;2018-11-21;1;DIMENCIONAL
CALIBRADOR DE ESPESORES;2046S;RDD467;PR-IM-12;2015-05-08;2016-05-07;0;DIMENCIONAL
MEDIDOR DE CONCAVIDAD;3025-481;270946;PR-IM-07;2017-12-05;2018-12-05;1;DIMENCIONAL
CALIBRADOR DE ESPESORES;2046S;RDS512;PR-IM-10;2017-11-21;2018-11-21;1;DIMENCIONAL
MANOMETRO;800-426-6301 ;02-4159-T;MMECO-111;2018-05-24;2019-05-24;1;PRESION
MICROMETRO DE EXTERIORES; 103-138;86324275;TN-IM-03;2016-08-11;2017-08-11;0;DIMENCIONAL
MICROMETRO DE EXTERIORES; 103-137;86275522;TN-IM-02;2017-09-18;2018-09-18;1;DIMENCIONAL
MICROMETRO DE EXTERIORES; 103-139-10;86523516;TN-IM-04;2017-09-19;2018-09-19;1;DIMENCIONAL
MEDIDOR DE ESPESOR PFUND; ND82;NO INDICA;CCM-IM-11;2017-08-16;2018-08-16;1;DIMENCIONAL
MICROMETRO DE EXTERIORES; 103-140-10;87240849;TN-IM-05;2017-09-19;2018-09-19;1;DIMENCIONAL
MANOMETRO;O-1000;NO INDICA;NO INDICA;2017-10-31;2018-10-31;1;PRESION
MANOMETRO;O-3000;NO INDICA;NO INDICA;2016-09-16;2017-09-16;0;PRESION
MANOMETRO;O-3000;NO INDICA;NO INDICA;2017-10-31;2018-10-31;1;PRESION
PESA;10;NO INDICA;PPF100;2017-11-03;2018-11-03;1;MASA
SET DE PESAS;1-1000;NO INDICA;NO INDICA;2017-11-03;2018-11-03;1;MASA
DC POWER SUPPLY;RXN-305D;2,01E+11;NO INDICA;2014-05-12;2015-05-12;0;EL�CTRICA
DIGITAL TIMER;HS-3;NO INDICA;PF-IM-11;2015-07-27;2016-07-26;0;TIEMPO Y FRECUENCIA
DIGITAL TIMER;HS-3;NO INDICA;PF-IM-13;2014-05-12;2015-05-12;0;TIEMPO Y FRECUENCIA
DIGITAL TIMER;HS-3;NO INDICA;PF-IM-10;2015-07-21;2016-07-20;0;TIEMPO Y FRECUENCIA
DIGITAL TIMER;HS-3;NO INDICA;PF-IM-12;2015-07-14;2016-07-13;0;TIEMPO Y FRECUENCIA
DIGITAL TIMER;HS-3;NO INDICA;CF-IM-07;2015-03-27;2016-03-26;0;TIEMPO Y FRECUENCIA
MICROMETRO DE EXTERIORES; IP65 ;293-350-10;BOA-H-82971;2018-03-01;2019-03-01;1;DIMENCIONAL
CALIBRADOR; NO INDICA ;INV. 3076;CLB-022;2014-05-13;2015-05-13;0;DIMENCIONAL
DINAMOMETRO;NO INDICA;I-27956;RMN-008;2014-05-08;2015-05-08;0;FUERZA
MEDIDOR DE ESPESOR DE PRIMER; NO INDICA ;I-36646;MED 047;2014-05-08;2015-05-08;0;DIMENCIONAL
MEDIDOR DE CONCAVIDAD;3025-481  ;270319;PR-IM-05;2016-07-19;2017-07-19;0;DIMENCIONAL
FLEXOMETRO;FH-8M;NO INDICA;NO INDICA;2018-01-08;2019-01-08;1;DIMENCIONAL
GALGA DE SOLDADURA; NO INDICA ;INV. 2336;GGA-008;2014-05-08;2015-05-08;0;DIMENCIONAL
IR TERMOMETER;62 MAX;20620088;MED-064;2014-05-06;2015-05-06;0;TEMPERATURA
IR TERMOMETER;62 MAX;20990992;MED-063;2014-05-06;2015-05-06;0;TEMPERATURA
TERMOHIGROMETRO;319;MH13489;IST Nro 2246;2014-05-06;2015-05-06;0;TEMPERATURA
DIGITAL CLAMP METER;2017;W8181549;PZA 016;2014-05-02;2015-05-02;0;EL�CTRICA
HOLIDAY DETECTOR;785;2249;DHY-013;2014-05-06;2015-05-06;0;EL�CTRICA
HOLIDAY DETECTOR;785;1285;DHY-010;2014-05-06;2015-05-06;0;EL�CTRICA
DIGITAL EARTH TESTER;4105A;W8027658;TES 011;2014-05-14;2015-05-14;0;EL�CTRICA
MODULO DE PRESION;700PD4;23924401;NO INDICA;2015-03-10;2016-03-09;0;PRESION
MODULO DE PRESION;700P03;24120302;NO INDICA;2015-03-10;2016-03-09;0;PRESION
MODULO DE PRESION;700P07;23980701;NO INDICA;2015-03-10;2016-03-09;0;PRESION
PASA NO PASA DIAMETRO EXTERNO;AVI 10001200-1 ;NO INDICA;PR-IM-13;2014-05-15;2015-05-15;0;DIMENCIONAL
PASA NO PASA DIAMETRO EXTERNO;NO INDICA;NO INDICA;PR-IM-14;2014-05-15;2015-05-15;0;DIMENCIONAL
PASA NO PASA DIAMETRO EXTERNO;AVI 10001216-1 ;NO INDICA;PR-IM-15;2014-05-15;2015-05-15;0;DIMENCIONAL
PASA NO PASA DIAMETRO INTERNO;NO INDICA;NO INDICA;PR-IM-16;2014-05-15;2015-05-15;0;DIMENCIONAL
PASA NO PASA DIAMETRO INTERNO;NO INDICA;NO INDICA;PR-IM-17;2014-05-15;2015-05-15;0;DIMENCIONAL
PASA NO PASA DIAMETRO INTERNO;NO INDICA;NO INDICA;PR-IM-18;2014-05-15;2015-05-15;0;DIMENCIONAL
PASA NO PASA DIAMETRO INTERNO;NO INDICA;NO INDICA;PR-IM-19;2014-05-15;2015-05-15;0;DIMENCIONAL
PASA NO PASA DIAMETRO INTERNO;NO INDICA;NO INDICA;PR-IM-20;2014-05-15;2015-05-15;0;DIMENCIONAL
TERMOMETRO IR;824-2;A00639;MR-IM-01;2017-11-21;2018-11-21;1;TEMPERATURA
CONTROLADOR DIGITAL;E5CK-AA1-500;16780;MR-PT-01;2016-07-25;2017-07-25;0;EL�CTRICA
CALIBRADOR DE ESPESORES;2046S(7313);RDS511;PR-IM-09;2018-01-13;2019-01-13;1;DIMENCIONAL
CALIBRADOR DE ESPESORES;2046S(7313);RDS502;MR-IM-11;2017-12-05;2018-12-05;1;DIMENCIONAL
MEDIDOR DE DISTANCIA TIPO LASER;GLM30;412201921;NO INDICA;2015-07-15;2016-07-14;0;DIMENCIONAL
BLOQUE PATRON PREFORMAS;E1-E2(28-PCO-1810)  ;NO INDICA;PR-IM-21;2014-05-18;2015-05-18;0;DIMENCIONAL
BALANZA DIGITAL;0-5000;NO INDICA;NO INDICA;2014-05-20;2015-05-20;0;MASA
BALANZA DIGITAL;0-5000;NO INDICA;NO INDICA;2014-05-20;2015-05-20;0;MASA
BALANZA DIGITAL;0-5000;NO INDICA;NO INDICA;2016-08-23;2017-08-23;0;MASA
CALIBRADOR DIGITAL;0-150;NO INDICA;NO INDICA;2015-08-03;2016-08-02;0;DIMENCIONAL
CALIBRADOR DIGITAL;0-150;NO INDICA;NO INDICA;2017-09-30;2018-09-30;1;DIMENCIONAL
CALIBRADOR ANALOGICO;0-30;NO INDICA;NO INDICA;2017-10-05;2018-10-05;1;DIMENCIONAL
TRUE RMS MULTIMETER;87 V;95390129;MMECO-047;2018-05-14;2019-05-14;1;EL�CTRICA
INFRARED THERMOMETER;YH64;NO INDICA;MMECO-14223;2018-05-17;2019-05-17;1;TEMPERATURA
MANOMETRO;0-6000;NO INDICA;NO INDICA;2014-05-26;2015-05-26;0;PRESION
MANOMETRO;0-9000;NO INDICA;NO INDICA;2014-05-26;2015-05-26;0;PRESION
SOUND LEVEL METER;407736;110604651;MED-060;2014-05-29;2015-05-29;0;AC�STICA
MANOMETRO;0-275;NO INDICA;NO INDICA;2017-10-31;2018-10-31;1;PRESION
MANOMETRO;0-900;NO INDICA;NO INDICA;2015-05-25;2016-05-24;0;PRESION
LLAVE DE TORQUE;TQM150;NO INDICA;MMECO14-240;2018-06-21;2019-06-21;1;TORQUE
LLAVE DE TORQUE;TQM150;OK(9);NO INDICA;2014-06-04;2015-06-04;0;TORQUE
LLAVE DE TORQUE;KN5014;463454 M11;NO INDICA;2016-07-19;2017-07-19;0;TORQUE
MANOMETRO;0-100;NO INDICA;NO INDICA;2014-06-06;2015-06-06;0;PRESION
MANOMETRO;0-400;NO INDICA;NO INDICA;2014-06-06;2015-06-06;0;PRESION
MANOMETRO;0-400 ;NO INDICA;NO INDICA;2015-09-30;2016-09-29;0;PRESION
REGULADOR DE PRESION MANOMETRO ALTA PRESION;350-500;NO INDICA;NO INDICA;2014-06-06;2015-06-06;0;PRESION
IR TERMOMETER;62 MINI;96740605;NINGUNO;2014-06-09;2015-06-09;0;TEMPERATURA
MEDIDOR DE DUREZA;HH 337;861826;NO INDICA;2014-05-05;2015-05-05;0;DIMENCIONAL
TRUE RMS MULTIMETER;79 III;77650546;NO INDICA;2014-06-05;2015-06-05;0;EL�CTRICA
GALGA DE SOLDADURA;WGS-001   ;INV. 2337;GAL-001;2014-06-10;2015-06-10;0;DIMENCIONAL
MEDIDOR DE LONGITUD (WINCHA);ZB-S050   ;NO INDICA;WC-01;2014-06-10;2015-06-10;0;DIMENCIONAL
REGLA METALICA;NO INDICA;NO INDICA;RE-01;2014-06-10;2015-06-10;0;DIMENCIONAL
DEPTH GAUCE;NTO35-1C;3632;MMECO-15-298H;2018-02-20;2019-02-20;1;DIMENCIONAL
REGULADOR DE PRESION;AR-2000-02;NO INDICA;NO INDICA;2014-06-10;2015-06-10;0;PRESION
DIGITAL THERMOMETER;450;13120069;BOA-H-83019;2015-06-23;2016-06-22;0;TEMPERATURA
MANOMETRO;0-600;SAE 148;NO INDICA;2016-10-19;2017-10-19;0;PRESION
MANOMETRO;0-4500;SAE196;NO INDICA;2015-10-14;2016-10-13;0;PRESION
MANOMETRO;0-35;SAE 147;NO INDICA;2016-10-19;2017-10-19;0;PRESION
MANOMETRO INFLADO DE RUEDAS;8844-B;NO INDICA;BOA-H-83008;2016-09-29;2017-09-29;0;PRESION
IR TERMOMETER;62 MAX;20900400;MED-061;2014-06-03;2015-06-03;0;TEMPERATURA
IR TERMOMETER;62 MAX;20900401;MED-069;2014-06-03;2015-06-03;0;TEMPERATURA
IR TERMOMETER;62 MAX;21110564;MED-070;2014-06-03;2015-06-03;0;TEMPERATURA
TERMOHIGROMETRO;625;01307498/612;THG-002;2014-06-04;2015-06-04;0;TEMPERATURA
TERMOHIGROMETRO;G319-S;MH13483;THG-007;2014-06-04;2015-06-04;0;TEMPERATURA
LLAVE DE TORQUE;TE3A;15357;NO INDICA;2017-09-30;2018-09-30;1;TORQUE
MANOMETRO;0-600;SAE-021;NO INDICA;2015-10-09;2016-10-08;0;PRESION
LLAVE DE TORQUE;LB 72;404100456;NO INDICA;2014-06-13;2015-06-13;0;TORQUE
TERMOHIGROMETRO;615;96740603;MEQ 432;2014-06-13;2015-06-13;0;TEMPERATURA
CALIBRADOR ANALOGICO;0-200;INV 767;CLB 011;2014-06-17;2015-06-17;0;DIMENCIONAL
CALIBRADOR ANALOGICO;530-115;12081401;CLB 046;2014-06-17;2015-06-17;0;DIMENCIONAL
MEDIDOR DE ADHERENCIA;0-3500;93632050;MDH-007;2014-06-19;2015-06-19;0;PRESION
MANOMETRO INFLADO DE RUEDA;0-240;NO INDICA;NO INDICA;2014-06-13;2015-06-13;0;PRESION
MEDIDOR DE ESPESORES;979-747;308009;MED-058;2014-06-20;2015-06-20;0;DIMENCIONAL
MEDIDOR DE PELICULA HUMEDA PEQUE�O;NO INDICA;INV 2224;MED-048;2014-06-20;2015-06-20;0;DIMENCIONAL
LLAVE DE TORQUE;QJ3250A;11850000360;NO INDICA;2016-10-18;2017-10-18;0;TORQUE
CALIBRADOR DE ESPESORES;2046S;REZ430;CR-IM-14;2014-06-25;2015-06-25;0;DIMENCIONAL
GONIOMETRO;489102;NO INDICA;NO INDICA;2018-04-20;2019-04-20;1;DIMENCIONAL
BALANZA DIGITAL;TCS-A9;208039;BOA-H-70088;2016-07-20;2017-07-20;0;MASA
MANO VACUOMETRO;0-1,5;NO INDICA;BMAN-1,5-01;2014-05-29;2015-05-29;0;PRESION
MANOMETRO;0-100;NO INDICA;B4MAN82;2014-05-29;2015-05-29;0;PRESION
VALVULA DE ALIVIO;CF-8M;122554;NO INDICA;2014-06-02;2015-06-02;0;PRESION
